job_title,company,location,salary,skills
Data Analyst,Amazon,Bangalore,40288,"Excel, Tableau"
Business Analyst,TCS,Hyderabad,133188,"Python, Excel"
Data Analyst,Accenture,Hyderabad,111267,"Python, ML"
ML Engineer,Infosys,Bangalore,32822,"Python, SQL"
Business Analyst,Amazon,Pune,121488,"Python, Excel"
Data Scientist,TCS,Mumbai,53638,"SQL, Power BI"
Data Scientist,Wipro,Hyderabad,107300,"Python, SQL"
Business Analyst,Wipro,Bangalore,125379,"Python, SQL"
Business Analyst,TCS,Hyderabad,109869,"SQL, Power BI"
Data Scientist,Amazon,Mumbai,117560,"Python, Excel"
Business Analyst,TCS,Hyderabad,101218,"SQL, Power BI"
ML Engineer,Amazon,Hyderabad,81014,"Excel, Tableau"
ML Engineer,Wipro,Bangalore,59730,"SQL, Power BI"
Data Scientist,Accenture,Bangalore,116871,"SQL, Power BI"
Data Analyst,Amazon,Delhi,137274,"SQL, Power BI"
Data Scientist,TCS,Hyderabad,118090,"Python, ML"
Business Analyst,Wipro,Delhi,58694,"Python, ML"
Data Scientist,Google,Delhi,99341,"Python, Excel"
Business Analyst,Google,Mumbai,65599,"Python, ML"
Business Analyst,Accenture,Mumbai,133734,"Python, ML"
ML Engineer,Amazon,Pune,94900,"Python, Excel"
ML Engineer,Amazon,Delhi,120623,"Python, SQL"
Data Analyst,Accenture,Hyderabad,115838,"Excel, Tableau"
Data Scientist,Accenture,Delhi,85936,"Python, ML"
Data Scientist,TCS,Pune,119332,"Python, SQL"
ML Engineer,Infosys,Pune,41597,"Python, Excel"
Data Scientist,TCS,Bangalore,41529,"SQL, Power BI"
Data Scientist,Accenture,Delhi,70143,"Excel, Tableau"
ML Engineer,Amazon,Pune,123135,"Python, ML"
Data Analyst,TCS,Mumbai,105838,"Python, ML"
ML Engineer,Amazon,Pune,137242,"Python, SQL"
Business Analyst,Wipro,Delhi,116643,"Python, Excel"
ML Engineer,TCS,Delhi,34519,"Python, SQL"
ML Engineer,Infosys,Delhi,70415,"Python, SQL"
Business Analyst,Accenture,Delhi,124866,"Python, Excel"
Data Analyst,Google,Mumbai,88358,"Python, SQL"
Data Analyst,Accenture,Pune,99849,"Python, SQL"
Data Scientist,TCS,Delhi,37728,"Python, SQL"
Data Analyst,Amazon,Mumbai,57493,"Python, Excel"
Data Scientist,Google,Hyderabad,59220,"Python, Excel"
ML Engineer,Infosys,Mumbai,84329,"Python, SQL"
Data Scientist,Wipro,Hyderabad,52891,"Excel, Tableau"
Data Scientist,Accenture,Hyderabad,141407,"Python, Excel"
Data Analyst,TCS,Bangalore,116499,"Python, SQL"
Data Scientist,Infosys,Bangalore,96067,"SQL, Power BI"
Data Analyst,Infosys,Delhi,96810,"SQL, Power BI"
Data Analyst,Amazon,Pune,110773,"Python, ML"
ML Engineer,TCS,Mumbai,49669,"Python, ML"
Data Analyst,TCS,Delhi,79390,"Python, SQL"
Data Analyst,Wipro,Hyderabad,45688,"Python, ML"
Data Analyst,Accenture,Delhi,76654,"Excel, Tableau"
ML Engineer,Amazon,Hyderabad,115642,"Python, Excel"
Data Analyst,Amazon,Hyderabad,81729,"Python, SQL"
Data Scientist,Accenture,Pune,89037,"Excel, Tableau"
Business Analyst,Wipro,Mumbai,64383,"SQL, Power BI"
ML Engineer,Wipro,Pune,123909,"SQL, Power BI"
Data Scientist,Google,Bangalore,100037,"Excel, Tableau"
Data Scientist,Wipro,Delhi,122284,"Python, Excel"
Data Scientist,Wipro,Bangalore,124940,"SQL, Power BI"
Business Analyst,Infosys,Delhi,134261,"Excel, Tableau"
Data Analyst,TCS,Bangalore,114358,"Python, SQL"
Business Analyst,Google,Pune,149339,"Python, ML"
Data Analyst,Google,Hyderabad,108130,"Python, ML"
Data Scientist,TCS,Pune,121964,"Excel, Tableau"
Business Analyst,Wipro,Mumbai,122717,"Python, ML"
Data Scientist,Wipro,Mumbai,136721,"Excel, Tableau"
ML Engineer,TCS,Pune,118995,"Excel, Tableau"
ML Engineer,Amazon,Hyderabad,59328,"Python, Excel"
ML Engineer,Infosys,Bangalore,116160,"SQL, Power BI"
Data Analyst,Accenture,Pune,69945,"Excel, Tableau"
Data Analyst,Amazon,Pune,46320,"Python, ML"
Data Analyst,Infosys,Bangalore,60010,"SQL, Power BI"
Data Scientist,Amazon,Mumbai,45002,"Python, Excel"
Data Analyst,Accenture,Mumbai,126795,"Excel, Tableau"
ML Engineer,Google,Hyderabad,40424,"Excel, Tableau"
ML Engineer,Google,Bangalore,31342,"Python, SQL"
Data Analyst,TCS,Mumbai,129224,"Excel, Tableau"
ML Engineer,Amazon,Hyderabad,141407,"Python, SQL"
Business Analyst,TCS,Hyderabad,83889,"Excel, Tableau"
Data Scientist,Accenture,Delhi,138593,"Excel, Tableau"
Data Scientist,Google,Pune,140191,"Python, Excel"
Business Analyst,Infosys,Delhi,145697,"Python, ML"
Business Analyst,TCS,Mumbai,117463,"SQL, Power BI"
Data Analyst,Infosys,Pune,141408,"Python, ML"
Business Analyst,Wipro,Hyderabad,101033,"SQL, Power BI"
Business Analyst,Google,Delhi,60700,"Python, SQL"
Data Scientist,Amazon,Pune,76277,"Python, Excel"
ML Engineer,Google,Mumbai,114319,"Python, SQL"
Data Scientist,Amazon,Bangalore,118840,"SQL, Power BI"
ML Engineer,Amazon,Pune,116949,"SQL, Power BI"
Business Analyst,Amazon,Delhi,75901,"Python, ML"
Data Scientist,TCS,Bangalore,62374,"Python, SQL"
Data Scientist,Wipro,Pune,137161,"Python, ML"
Business Analyst,TCS,Delhi,137475,"Excel, Tableau"
Data Analyst,Accenture,Delhi,139665,"Python, Excel"
Business Analyst,Infosys,Hyderabad,56035,"Python, Excel"
Data Scientist,Wipro,Delhi,50750,"Python, SQL"
ML Engineer,Amazon,Bangalore,64562,"Python, Excel"
ML Engineer,Google,Bangalore,122806,"Python, SQL"
Business Analyst,Google,Mumbai,100316,"Python, SQL"
Data Analyst,Google,Delhi,125389,"SQL, Power BI"
ML Engineer,Google,Hyderabad,108561,"Python, ML"
Data Analyst,Infosys,Bangalore,80226,"Python, Excel"
Business Analyst,Accenture,Mumbai,62114,"Python, SQL"
Business Analyst,Wipro,Pune,124904,"Python, ML"
Data Scientist,Accenture,Hyderabad,97555,"Python, SQL"
Data Analyst,Infosys,Hyderabad,84658,"Python, SQL"
Business Analyst,TCS,Hyderabad,144396,"Python, ML"
Data Scientist,TCS,Hyderabad,108069,"SQL, Power BI"
ML Engineer,Wipro,Delhi,105924,"Python, ML"
Data Scientist,Wipro,Hyderabad,117295,"Excel, Tableau"
Data Analyst,Wipro,Mumbai,58577,"Python, Excel"
ML Engineer,Wipro,Bangalore,127810,"Python, SQL"
ML Engineer,TCS,Delhi,39931,"SQL, Power BI"
Data Scientist,TCS,Delhi,30849,"Python, ML"
Business Analyst,Infosys,Pune,61621,"Python, ML"
Business Analyst,Infosys,Hyderabad,127169,"SQL, Power BI"
ML Engineer,Amazon,Hyderabad,51999,"SQL, Power BI"
Data Scientist,Amazon,Hyderabad,107599,"Python, SQL"
Data Analyst,Google,Hyderabad,145884,"Python, Excel"
Data Scientist,Infosys,Hyderabad,67106,"Python, SQL"
Data Analyst,Infosys,Bangalore,80760,"Excel, Tableau"
Data Analyst,Amazon,Bangalore,36722,"Python, Excel"
Data Scientist,Accenture,Pune,98688,"Python, Excel"
Data Scientist,Accenture,Delhi,112173,"Excel, Tableau"
ML Engineer,Infosys,Bangalore,120631,"Excel, Tableau"
Data Analyst,Amazon,Delhi,106655,"Python, Excel"
ML Engineer,Accenture,Bangalore,133486,"Python, Excel"
ML Engineer,TCS,Bangalore,59129,"Python, ML"
Data Scientist,Wipro,Pune,46869,"Python, ML"
Data Scientist,Accenture,Hyderabad,70654,"Python, Excel"
Data Analyst,Amazon,Bangalore,98613,"SQL, Power BI"
Data Analyst,Amazon,Delhi,38663,"Excel, Tableau"
Data Scientist,Accenture,Bangalore,33523,"Python, ML"
ML Engineer,Amazon,Pune,123777,"Excel, Tableau"
ML Engineer,Google,Hyderabad,148171,"Python, SQL"
Business Analyst,Google,Hyderabad,45035,"SQL, Power BI"
Data Analyst,Infosys,Bangalore,69911,"Python, Excel"
ML Engineer,Wipro,Hyderabad,106458,"Excel, Tableau"
Data Analyst,Infosys,Hyderabad,138074,"Excel, Tableau"
ML Engineer,TCS,Pune,109176,"Python, ML"
Business Analyst,Accenture,Bangalore,64013,"Python, SQL"
Data Scientist,TCS,Hyderabad,35776,"Python, ML"
ML Engineer,TCS,Pune,100699,"Excel, Tableau"
Data Scientist,Accenture,Hyderabad,53483,"Excel, Tableau"
Business Analyst,TCS,Bangalore,132940,"Python, ML"
ML Engineer,Wipro,Delhi,86642,"Excel, Tableau"
Business Analyst,Wipro,Hyderabad,50595,"SQL, Power BI"
ML Engineer,TCS,Pune,39448,"Python, Excel"
ML Engineer,Accenture,Bangalore,48785,"Python, ML"
ML Engineer,Google,Mumbai,101437,"Python, SQL"
Business Analyst,Accenture,Pune,74378,"Excel, Tableau"
Data Analyst,Wipro,Pune,62194,"Python, SQL"
Data Analyst,TCS,Delhi,106313,"Python, SQL"
Business Analyst,Google,Pune,134299,"Python, ML"
Business Analyst,Accenture,Hyderabad,36065,"Excel, Tableau"
Data Scientist,Google,Mumbai,33813,"Excel, Tableau"
Data Scientist,Amazon,Hyderabad,116277,"Python, SQL"
Data Analyst,Infosys,Pune,96361,"Python, Excel"
Data Scientist,Amazon,Bangalore,93551,"Python, ML"
ML Engineer,Google,Delhi,104771,"Python, ML"
Data Scientist,TCS,Delhi,122309,"Python, Excel"
Business Analyst,Wipro,Mumbai,73402,"Python, Excel"
Data Scientist,Wipro,Pune,37952,"Excel, Tableau"
Data Scientist,Infosys,Hyderabad,73889,"Python, Excel"
Data Analyst,Google,Bangalore,66576,"Python, SQL"
Data Analyst,TCS,Pune,85469,"Python, SQL"
Business Analyst,Google,Delhi,106474,"Python, Excel"
ML Engineer,TCS,Hyderabad,143077,"Python, ML"
Data Scientist,TCS,Bangalore,78616,"Python, ML"
Data Analyst,Accenture,Pune,88498,"Python, Excel"
Data Scientist,Amazon,Pune,50036,"Python, ML"
Data Analyst,Infosys,Mumbai,38486,"SQL, Power BI"
Business Analyst,Accenture,Mumbai,126791,"Excel, Tableau"
ML Engineer,Infosys,Hyderabad,93570,"Python, Excel"
Business Analyst,Wipro,Mumbai,99237,"Excel, Tableau"
Data Analyst,Accenture,Bangalore,39419,"Excel, Tableau"
Data Analyst,Amazon,Bangalore,31381,"Python, Excel"
Data Scientist,Google,Bangalore,135216,"Python, Excel"
Business Analyst,Amazon,Hyderabad,146309,"Excel, Tableau"
ML Engineer,Wipro,Hyderabad,39599,"Python, SQL"
Data Scientist,Google,Hyderabad,41234,"Excel, Tableau"
Data Scientist,Accenture,Pune,87848,"Excel, Tableau"
Data Scientist,Infosys,Hyderabad,51312,"Excel, Tableau"
Business Analyst,TCS,Delhi,54888,"SQL, Power BI"
Data Scientist,Google,Mumbai,37642,"Excel, Tableau"
Data Scientist,Accenture,Delhi,57538,"Python, Excel"
Data Scientist,Google,Hyderabad,100586,"Python, ML"
Data Scientist,Amazon,Delhi,123764,"SQL, Power BI"
Data Analyst,Infosys,Hyderabad,124388,"Python, Excel"
Business Analyst,Wipro,Hyderabad,81089,"Python, Excel"
ML Engineer,Wipro,Delhi,74887,"Python, SQL"
Business Analyst,Accenture,Bangalore,52661,"Excel, Tableau"
Data Analyst,Accenture,Delhi,50523,"Python, ML"
Data Analyst,Accenture,Mumbai,124980,"Python, ML"
Business Analyst,TCS,Delhi,115454,"Python, Excel"
Data Scientist,Google,Bangalore,82156,"Python, ML"
Business Analyst,Infosys,Bangalore,41847,"Python, SQL"
Data Scientist,Wipro,Bangalore,69864,"Excel, Tableau"
Data Scientist,TCS,Delhi,74600,"SQL, Power BI"
ML Engineer,TCS,Delhi,136002,"Excel, Tableau"
Data Analyst,Amazon,Pune,122135,"Excel, Tableau"
Data Scientist,Google,Mumbai,57165,"SQL, Power BI"
Data Analyst,Wipro,Hyderabad,38800,"Python, SQL"
Data Scientist,Wipro,Hyderabad,119505,"Python, SQL"
ML Engineer,Accenture,Hyderabad,83292,"Excel, Tableau"
Data Scientist,TCS,Pune,47451,"Excel, Tableau"
Data Analyst,Amazon,Hyderabad,148632,"Python, ML"
Data Analyst,Infosys,Pune,83787,"Python, ML"
ML Engineer,Wipro,Mumbai,57243,"SQL, Power BI"
Data Analyst,Amazon,Hyderabad,63044,"Python, ML"
Data Scientist,Google,Bangalore,31110,"SQL, Power BI"
Data Scientist,Wipro,Pune,52313,"Excel, Tableau"
Data Scientist,Wipro,Delhi,64297,"Python, Excel"
Data Analyst,Amazon,Delhi,92777,"Python, ML"
Business Analyst,Amazon,Delhi,88532,"Python, Excel"
ML Engineer,TCS,Hyderabad,94598,"Python, SQL"
Data Analyst,Wipro,Mumbai,80484,"Python, Excel"
Data Analyst,Infosys,Mumbai,137395,"Python, ML"
Business Analyst,TCS,Bangalore,67767,"Python, SQL"
Data Scientist,Google,Mumbai,136278,"Python, Excel"
Data Scientist,Wipro,Delhi,111323,"Python, Excel"
Data Analyst,Infosys,Pune,63827,"Python, ML"
Business Analyst,Google,Hyderabad,76198,"Python, ML"
Business Analyst,TCS,Hyderabad,141615,"Python, SQL"
Data Analyst,TCS,Pune,89233,"Python, Excel"
Data Scientist,Infosys,Pune,135961,"Python, Excel"
Data Scientist,Google,Mumbai,39291,"Python, SQL"
Data Scientist,Accenture,Bangalore,91244,"Excel, Tableau"
ML Engineer,Wipro,Hyderabad,112073,"SQL, Power BI"
Business Analyst,Accenture,Hyderabad,96430,"Python, Excel"
Data Scientist,Google,Hyderabad,36832,"Excel, Tableau"
Data Analyst,Wipro,Mumbai,64108,"Python, ML"
Data Scientist,Amazon,Pune,127623,"Python, Excel"
ML Engineer,Amazon,Delhi,63618,"Python, ML"
ML Engineer,TCS,Bangalore,131981,"SQL, Power BI"
ML Engineer,TCS,Delhi,54833,"Python, Excel"
Business Analyst,TCS,Pune,59885,"Excel, Tableau"
Data Analyst,Infosys,Bangalore,44290,"Python, Excel"
Business Analyst,Amazon,Delhi,69389,"Excel, Tableau"
Business Analyst,Infosys,Delhi,53832,"SQL, Power BI"
ML Engineer,Infosys,Mumbai,123467,"Python, Excel"
Data Scientist,Wipro,Delhi,58859,"Python, Excel"
Data Analyst,Accenture,Mumbai,47087,"Excel, Tableau"
Business Analyst,Accenture,Bangalore,78406,"Python, SQL"
Business Analyst,Accenture,Mumbai,115624,"Python, ML"
Business Analyst,TCS,Hyderabad,32726,"SQL, Power BI"
ML Engineer,Wipro,Mumbai,83395,"Python, ML"
Data Analyst,Google,Bangalore,113315,"Python, SQL"
Data Analyst,Infosys,Delhi,98409,"Excel, Tableau"
Data Analyst,Infosys,Pune,53241,"Python, SQL"
Business Analyst,Amazon,Hyderabad,146152,"Python, Excel"
Data Analyst,Infosys,Bangalore,69923,"SQL, Power BI"
ML Engineer,Amazon,Hyderabad,66608,"Excel, Tableau"
Business Analyst,Wipro,Delhi,94029,"Python, ML"
Data Analyst,TCS,Mumbai,85147,"SQL, Power BI"
Data Analyst,Amazon,Delhi,36348,"Excel, Tableau"
Data Analyst,Amazon,Delhi,122858,"Python, ML"
Data Analyst,Amazon,Mumbai,75733,"Python, Excel"
Data Scientist,Wipro,Hyderabad,101214,"SQL, Power BI"
ML Engineer,Wipro,Bangalore,87994,"Python, ML"
ML Engineer,Accenture,Pune,36368,"SQL, Power BI"
Data Analyst,Accenture,Hyderabad,66610,"Python, SQL"
Data Analyst,Accenture,Delhi,75807,"Excel, Tableau"
Business Analyst,Google,Pune,144748,"Python, SQL"
ML Engineer,Google,Bangalore,31999,"SQL, Power BI"
Data Analyst,Amazon,Bangalore,127747,"Python, SQL"
Data Scientist,Google,Hyderabad,102093,"Python, ML"
Data Scientist,Wipro,Delhi,56196,"Python, Excel"
Business Analyst,Wipro,Mumbai,120590,"Excel, Tableau"
Business Analyst,Accenture,Mumbai,103164,"SQL, Power BI"
ML Engineer,Google,Delhi,38950,"Excel, Tableau"
Data Scientist,Google,Pune,96314,"SQL, Power BI"
Data Analyst,Google,Hyderabad,102660,"Excel, Tableau"
Business Analyst,TCS,Hyderabad,50816,"SQL, Power BI"
Data Scientist,Amazon,Mumbai,117616,"Excel, Tableau"
ML Engineer,Google,Pune,146247,"Excel, Tableau"
ML Engineer,Google,Mumbai,42717,"Python, SQL"
ML Engineer,Wipro,Mumbai,67761,"Python, SQL"
Business Analyst,TCS,Delhi,41089,"Python, ML"
Business Analyst,Accenture,Hyderabad,88851,"Python, SQL"
Business Analyst,Accenture,Hyderabad,140908,"SQL, Power BI"
Data Scientist,Accenture,Pune,135797,"Excel, Tableau"
ML Engineer,TCS,Mumbai,37090,"Python, ML"
Data Scientist,Wipro,Bangalore,92038,"Python, ML"
Data Analyst,Wipro,Mumbai,146921,"Python, SQL"
Business Analyst,Infosys,Delhi,72835,"SQL, Power BI"
Data Scientist,TCS,Bangalore,53928,"Python, Excel"
Data Analyst,Wipro,Hyderabad,104981,"Python, SQL"
Data Analyst,Infosys,Mumbai,148566,"Python, ML"
Business Analyst,Amazon,Hyderabad,58678,"Excel, Tableau"
Data Analyst,Infosys,Mumbai,73564,"Python, ML"
Data Scientist,Wipro,Pune,115760,"Excel, Tableau"
Data Analyst,Accenture,Bangalore,96492,"SQL, Power BI"
Business Analyst,Google,Pune,120859,"Python, Excel"
Data Analyst,Amazon,Bangalore,62133,"Python, ML"
Data Analyst,Infosys,Pune,122917,"Excel, Tableau"
Business Analyst,Google,Delhi,55597,"Excel, Tableau"
Data Analyst,TCS,Pune,82782,"Python, ML"
Business Analyst,TCS,Delhi,90638,"Python, SQL"
Business Analyst,Google,Bangalore,48829,"SQL, Power BI"
ML Engineer,Wipro,Mumbai,123622,"Excel, Tableau"
ML Engineer,Amazon,Hyderabad,147992,"Python, SQL"
Data Scientist,TCS,Bangalore,54069,"Python, Excel"
Data Analyst,Wipro,Delhi,146079,"Python, ML"
ML Engineer,Google,Bangalore,43794,"Python, Excel"
Data Scientist,Amazon,Pune,49152,"Python, SQL"
Business Analyst,Amazon,Delhi,74655,"SQL, Power BI"
Data Analyst,TCS,Bangalore,80413,"SQL, Power BI"
ML Engineer,Accenture,Mumbai,78800,"Python, Excel"
Business Analyst,Accenture,Bangalore,107297,"Python, ML"
Data Analyst,Infosys,Bangalore,117247,"Excel, Tableau"
Data Scientist,Wipro,Hyderabad,111685,"Python, SQL"
Data Scientist,Accenture,Delhi,128941,"Python, ML"
Business Analyst,Wipro,Mumbai,118977,"SQL, Power BI"
Business Analyst,Wipro,Delhi,60332,"SQL, Power BI"
Business Analyst,Infosys,Delhi,93531,"Python, ML"
Data Scientist,TCS,Delhi,43033,"SQL, Power BI"
ML Engineer,Accenture,Mumbai,127401,"Python, ML"
Business Analyst,TCS,Pune,147969,"SQL, Power BI"
ML Engineer,Amazon,Delhi,94403,"Excel, Tableau"
Data Analyst,Wipro,Mumbai,32715,"SQL, Power BI"
Data Scientist,Google,Delhi,36461,"Excel, Tableau"
Data Analyst,Amazon,Delhi,71069,"Python, SQL"
ML Engineer,Wipro,Delhi,79031,"Python, SQL"
Data Scientist,Wipro,Bangalore,138921,"Python, SQL"
Data Analyst,Wipro,Bangalore,94833,"SQL, Power BI"
Business Analyst,Infosys,Pune,101454,"SQL, Power BI"
Data Analyst,Amazon,Hyderabad,54588,"Python, ML"
Business Analyst,Amazon,Hyderabad,135076,"Python, SQL"
Business Analyst,Amazon,Bangalore,66919,"Python, Excel"
Business Analyst,Wipro,Pune,133259,"Excel, Tableau"
Business Analyst,Wipro,Pune,37808,"Python, Excel"
ML Engineer,Wipro,Delhi,61057,"Python, ML"
ML Engineer,Google,Bangalore,141094,"Python, SQL"
Data Analyst,Infosys,Delhi,91304,"Python, ML"
ML Engineer,TCS,Pune,45556,"SQL, Power BI"
ML Engineer,Amazon,Mumbai,34728,"Python, Excel"
ML Engineer,TCS,Mumbai,139155,"Python, SQL"
Data Analyst,Wipro,Pune,122325,"SQL, Power BI"
Data Scientist,Wipro,Hyderabad,57010,"Python, SQL"
ML Engineer,Amazon,Delhi,50597,"Python, Excel"
Business Analyst,Accenture,Mumbai,87330,"Excel, Tableau"
ML Engineer,Amazon,Pune,47821,"SQL, Power BI"
Business Analyst,Accenture,Delhi,86657,"Excel, Tableau"
Business Analyst,Amazon,Delhi,106312,"Python, Excel"
Data Analyst,Wipro,Bangalore,57624,"SQL, Power BI"
Business Analyst,Google,Bangalore,125014,"Excel, Tableau"
ML Engineer,Amazon,Mumbai,122037,"Python, ML"
Business Analyst,Infosys,Pune,65918,"SQL, Power BI"
Business Analyst,Amazon,Mumbai,103644,"Python, SQL"
Data Analyst,Amazon,Mumbai,76678,"SQL, Power BI"
Business Analyst,Google,Bangalore,44267,"Python, SQL"
Data Analyst,Amazon,Bangalore,34280,"Python, Excel"
Data Scientist,Accenture,Bangalore,40102,"Excel, Tableau"
Data Analyst,Amazon,Hyderabad,92138,"Python, ML"
Data Scientist,Infosys,Hyderabad,105040,"Python, ML"
ML Engineer,Google,Mumbai,75709,"Python, ML"
Data Scientist,Amazon,Delhi,104334,"Python, Excel"
ML Engineer,Amazon,Pune,112087,"Python, Excel"
Business Analyst,Amazon,Hyderabad,122947,"Python, ML"
ML Engineer,Google,Pune,147394,"Python, SQL"
Data Analyst,Google,Mumbai,92688,"SQL, Power BI"
Business Analyst,Accenture,Hyderabad,106356,"Python, ML"
ML Engineer,TCS,Bangalore,51570,"Excel, Tableau"
Business Analyst,Wipro,Delhi,134059,"Python, SQL"
Business Analyst,Infosys,Hyderabad,84184,"Python, SQL"
Data Analyst,Accenture,Pune,149439,"Excel, Tableau"
Data Scientist,Accenture,Pune,58474,"Python, SQL"
Data Analyst,Wipro,Mumbai,30439,"SQL, Power BI"
ML Engineer,Infosys,Hyderabad,132572,"Python, ML"
Business Analyst,Wipro,Hyderabad,139511,"Excel, Tableau"
Data Scientist,Google,Pune,61266,"Python, ML"
Data Scientist,Amazon,Mumbai,64236,"Python, SQL"
Data Analyst,Amazon,Delhi,98460,"SQL, Power BI"
Business Analyst,Amazon,Pune,119455,"SQL, Power BI"
Data Scientist,TCS,Bangalore,55894,"Python, SQL"
Business Analyst,Google,Delhi,131164,"Python, SQL"
ML Engineer,Google,Pune,51036,"Excel, Tableau"
ML Engineer,Accenture,Mumbai,124032,"Python, ML"
Data Analyst,Accenture,Pune,137162,"Python, ML"
Data Analyst,Infosys,Mumbai,34680,"Excel, Tableau"
ML Engineer,Amazon,Pune,102968,"Excel, Tableau"
ML Engineer,Infosys,Hyderabad,30219,"SQL, Power BI"
ML Engineer,Amazon,Mumbai,135415,"Python, SQL"
Data Scientist,Accenture,Pune,132352,"Python, ML"
Business Analyst,Wipro,Delhi,130446,"SQL, Power BI"
Data Scientist,Google,Pune,81888,"SQL, Power BI"
ML Engineer,Wipro,Hyderabad,104487,"SQL, Power BI"
ML Engineer,Accenture,Delhi,68234,"Python, ML"
Business Analyst,TCS,Mumbai,89658,"Python, ML"
ML Engineer,TCS,Hyderabad,75557,"Excel, Tableau"
Data Analyst,TCS,Pune,134490,"SQL, Power BI"
ML Engineer,Amazon,Hyderabad,42442,"Python, ML"
Data Analyst,Amazon,Hyderabad,142246,"Python, ML"
Data Analyst,Wipro,Mumbai,34941,"SQL, Power BI"
Business Analyst,Infosys,Pune,61348,"Python, ML"
Data Scientist,Amazon,Mumbai,110862,"Python, SQL"
Data Scientist,Amazon,Hyderabad,148964,"Python, SQL"
Data Analyst,Google,Mumbai,46329,"SQL, Power BI"
Data Analyst,Infosys,Hyderabad,43576,"Python, ML"
ML Engineer,Wipro,Hyderabad,97213,"Excel, Tableau"
Data Analyst,TCS,Bangalore,94963,"SQL, Power BI"
ML Engineer,TCS,Bangalore,71383,"Python, ML"
Data Analyst,TCS,Bangalore,56519,"Python, Excel"
Data Scientist,Accenture,Mumbai,133944,"Excel, Tableau"
Data Analyst,Wipro,Mumbai,55442,"Python, ML"
ML Engineer,Amazon,Mumbai,46373,"Python, ML"
ML Engineer,Infosys,Bangalore,31404,"SQL, Power BI"
Data Analyst,Infosys,Pune,97654,"Excel, Tableau"
Data Analyst,Wipro,Pune,118566,"Python, Excel"
Data Analyst,Google,Mumbai,136952,"Python, Excel"
Data Scientist,Accenture,Hyderabad,56301,"SQL, Power BI"
Data Scientist,TCS,Delhi,43874,"SQL, Power BI"
Data Scientist,Amazon,Hyderabad,131995,"Python, Excel"
Business Analyst,Google,Hyderabad,71985,"Python, Excel"
Data Analyst,TCS,Bangalore,101722,"Python, SQL"
Data Scientist,Infosys,Hyderabad,106821,"Python, SQL"
Data Analyst,Amazon,Delhi,122383,"Python, SQL"
Data Scientist,Infosys,Bangalore,34174,"Excel, Tableau"
Business Analyst,Accenture,Delhi,113811,"Python, Excel"
ML Engineer,Accenture,Delhi,53154,"SQL, Power BI"
ML Engineer,Wipro,Pune,63863,"Python, Excel"
Business Analyst,Accenture,Pune,109400,"SQL, Power BI"
Data Scientist,Amazon,Bangalore,78287,"SQL, Power BI"
ML Engineer,Amazon,Pune,90328,"Python, Excel"
Data Analyst,Infosys,Mumbai,136660,"SQL, Power BI"
Business Analyst,Wipro,Bangalore,130138,"SQL, Power BI"
Business Analyst,Google,Pune,87853,"Python, ML"
Data Scientist,Accenture,Mumbai,134276,"Python, SQL"
Business Analyst,Amazon,Hyderabad,83820,"Python, Excel"
Data Analyst,Infosys,Mumbai,57753,"Python, SQL"
Data Scientist,Accenture,Hyderabad,36470,"Excel, Tableau"
Data Analyst,Amazon,Bangalore,105390,"SQL, Power BI"
Business Analyst,Accenture,Pune,113999,"Excel, Tableau"
ML Engineer,Infosys,Mumbai,130291,"Excel, Tableau"
Data Analyst,Infosys,Mumbai,68782,"Python, ML"
Data Analyst,Wipro,Bangalore,83499,"Excel, Tableau"
Data Analyst,Amazon,Delhi,31019,"SQL, Power BI"
Data Analyst,Infosys,Bangalore,51489,"Excel, Tableau"
Business Analyst,Google,Mumbai,118097,"Excel, Tableau"
ML Engineer,Infosys,Bangalore,70069,"Python, SQL"
Data Analyst,Infosys,Bangalore,113657,"Python, ML"
ML Engineer,TCS,Delhi,104111,"Python, SQL"
Business Analyst,Infosys,Delhi,127525,"Python, ML"
ML Engineer,TCS,Mumbai,36090,"SQL, Power BI"
Business Analyst,Google,Pune,128129,"SQL, Power BI"
Data Scientist,Google,Bangalore,49386,"Python, SQL"
ML Engineer,TCS,Hyderabad,92689,"Python, Excel"
Business Analyst,Infosys,Delhi,59104,"Python, Excel"
Business Analyst,Infosys,Hyderabad,42171,"Excel, Tableau"
Business Analyst,TCS,Pune,42783,"Python, ML"
Business Analyst,Infosys,Hyderabad,39977,"Excel, Tableau"
ML Engineer,Infosys,Hyderabad,64446,"Python, ML"
Business Analyst,Infosys,Hyderabad,125797,"Python, ML"
Data Scientist,Google,Bangalore,37393,"Python, SQL"
Data Scientist,Accenture,Hyderabad,43587,"Python, Excel"
Data Scientist,Google,Pune,118201,"Python, ML"
ML Engineer,Wipro,Pune,135112,"Python, SQL"
Business Analyst,Amazon,Mumbai,138375,"Python, Excel"
Data Scientist,TCS,Pune,39353,"Python, Excel"
ML Engineer,TCS,Hyderabad,124810,"Excel, Tableau"
Data Analyst,Wipro,Pune,144187,"Excel, Tableau"
ML Engineer,Accenture,Bangalore,52524,"Python, Excel"
Data Analyst,Amazon,Pune,92597,"Excel, Tableau"
Data Analyst,Google,Bangalore,113161,"Python, Excel"
Data Analyst,Accenture,Pune,112543,"Python, Excel"
Data Analyst,TCS,Delhi,116424,"Python, SQL"
ML Engineer,Infosys,Mumbai,88176,"Python, Excel"
Data Analyst,Infosys,Delhi,84194,"Python, Excel"
